"","Name","Location","Started on","Notes","Region","URL","Latnum  in miles","Longnum"
"541","Fountains Abbey Parkrun","Ripon, West Yorkshire","01 Mar 2014","The course is at Fountains Abbey, a World Heritage site[120]","Yorkshire and the Humber","/wiki/Ripon","",""
"542","Goole Parkrun","Goole, East Yorkshire","30 May 2015","At West Park West","Yorkshire and the Humber","/wiki/Goole","",""
"543","Graves Parkrun","Sheffield, South Yorkshire","14 Apr 2012","The course is in Graves Park and runs past a petting zoo","Yorkshire and the Humber","/wiki/Sheffield","",""
"544","Halifax	Parkrun","Halifax, West Yorkshire","07 Mar 2015","The course is in Shroggs Park","Yorkshire and the Humber","/wiki/Halifax,_West_Yorkshire","",""
"545","Harrogate Parkrun","Harrogate, West Yorkshire","21 Jan 2012","The course is on a park called The Stray","Yorkshire and the Humber","/wiki/Harrogate","",""
"546","Heslington Parkrun","York, West Yorkshire","13 Jan 2018","The run starts at York Sports Village and skirts the Eastern campus of York University","Yorkshire and the Humber","/wiki/York","",""
"547","Hillsborough Parkrun","Sheffield, South Yorkshire","02 Feb 2013","Run in Hillsborough Park containing Hillsborough Hall and Hillsborough Stadium","Yorkshire and the Humber","/wiki/Sheffield","",""
"548","Horton Park Parkrun","Bradford, West Yorkshire","30 May 2015","The run is 3 and a half laps of the park on wide tarmac paths","Yorkshire and the Humber","/wiki/Bradford","",""
"549","Huddersfield Parkrun","Huddersfield, West Yorkshire","02 Apr 2011","The course is two laps of Greenhead Park","Yorkshire and the Humber","/wiki/Huddersfield","",""
"550","Hull Parkrun","Hull, East Yorkshire","03 Apr 2010","Run in East Park, Hull's largest park, opened in 1887 for the Golden Jubilee of Queen Victoria","Yorkshire and the Humber","/wiki/Kingston_upon_Hull","",""
"551","Humber Bridge Parkrun","Hull, East Yorkshire","07 Jun 2014","Located at Humber Bridge Country Park with views of Humber Bridge","Yorkshire and the Humber","/wiki/Kingston_upon_Hull","",""
"552","Middleton Woods Parkrun","Leeds, West Yorkshire","28 Apr 2018","Two laps of Middleton Park starting at the cafe","Yorkshire and the Humber","/wiki/Leeds","",""
"553","Mytle Parkrun","Bingley, West Yorkshire","3 Nov 2018","A four lap clockwise course around Myrtle Park using hard paths and short grass sections. Starting and finishing by the bandstand.","Yorkshire and the Humber","/wiki/Bingley","",""
"554","New Earswick Parkrun","York, West Yorkshire","21 Apr 2018","At New Earswick Sports Club mostly on grass","Yorkshire and the Humber","/wiki/York","",""
"555","Normanby Hall Parkrun","Scunthorpe, Lincolnshire","04 Nov 2017","Located at Normanby Hall Country Park, which also hosts Go Ape","Yorkshire and the Humber","/wiki/Scunthorpe","",""
"556","Northallerton Parkrun","Northallerton, North Yorkshire","01 Aug 2015","Run on playing fields at Northallerton Leisure Centre and Hambleton District Council's offices","Yorkshire and the Humber","/wiki/Northallerton","",""
"557","Nostell Parkrun","Wakefield, West Yorkshire","26 Jul 2014","Run in the grounds of the National Trust's 18th-century Nostell Priory[121]","Yorkshire and the Humber","/wiki/Wakefield","",""
"558","Oakwell Hall Parkrun","Birstall, West Yorkshire","19 Jul 2014","The course is at Oakwell Hall an Elizabethan manor house immortalised in literature as Fieldhead by Charlotte Brontë","Yorkshire and the Humber","/wiki/Birstall,_West_Yorkshire","",""
"559","Peter Pan Parkrun","Hull, East Yorkshire","13 Apr 2013","At Peter Pan Park near Costello Stadium","Yorkshire and the Humber","/wiki/Kingston_upon_Hull","",""
"560","Pontefract Parkrun","Pontefract, West Yorkshire","07 May 2011","The course is run at Pontefract Racecourse, not on horse racing days","Yorkshire and the Humber","/wiki/Pontefract","",""
"561","Potternewton Parkrun","Leeds, West Yorkshire","17 Nov 2018","The course is three laps of Potternewton Park","Yorkshire and the Humber","/wiki/Leeds","",""
"562","Rother Valley Parkrun","Rotherham, South Yorkshire","11 May 2013","Run in Rother Valley Country Park, a former quarry flooded to create four lakes used for recreational activities","Yorkshire and the Humber","/wiki/Rotherham","",""
"563","Rotherham Parkrun","Rotherham, South Yorkshire","20 Apr 2013","The course is in Clifton Park near the museum","Yorkshire and the Humber","/wiki/Rotherham","",""
"564","Rothwell Parkrun","Rothwell, West Yorkshire","29 Jul 2017","The run is in Springhead Park on tarmac and grass","Yorkshire and the Humber","/wiki/Rothwell,_Lincolnshire","",""
"565","Roundhay Parkrun","Leeds, West Yorkshire","23 Apr 2011","The run is in Roundhay Park, one of the biggest and most visited city parks in Europe.[122]","Yorkshire and the Humber","/wiki/Leeds","",""
"566","Scunthorpe Parkrun","Scunthorpe, Lincolnshire","23 Feb 2013","The course is in Central Park near to The Pods leisure centre","Yorkshire and the Humber","/wiki/Scunthorpe","",""
"567","Selby Parkrun","Selby, North Yorkshire","16 Dec 2017","The course is an out-and-back route around one half of Burn Airfield","Yorkshire and the Humber","/wiki/Selby","",""
"568","Sewerby	Parkrun","Bridlington, East Yorkshire","05 Nov 2011","The run takes place at Sewerby Hall, a Grade I listed Georgian House with a dramatic clifftop location[123]","Yorkshire and the Humber","/wiki/Bridlington","",""
"569","Sheffield Castle Parkrun","Sheffield, South Yorkshire","03 Aug 2013","Run in Manor Fields Park (there is no castle)","Yorkshire and the Humber","/wiki/Sheffield","",""
"570","Sheffield Hallam Parkrun","Sheffield, South Yorkshire","10 Jul 2010","The course is two laps of Endcliffe Park","Yorkshire and the Humber","/wiki/Sheffield","",""
"571","Skipton Parkrun","Skipton, North Yorkshire","07 Sep 2013","The run is in Aireville Park","Yorkshire and the Humber","/wiki/Skipton","",""
"572","Temple Newsam Parkrun","Leeds, West Yorkshire","02 Feb 2013","Located at Temple Newsam, a Tudor-Jacobean mansion set within 1,500 acres of parkland[124]","Yorkshire and the Humber","/wiki/Leeds","",""
"573","Wakefield Thornes parkrun","Wakefield, West Yorkshire","20 Sep 2014","At Clarence, Holmfield and Thornes Parks starting at Wakefield College Campus","Yorkshire and the Humber","/wiki/Wakefield","",""
"574","Wetherby Parkrun","Wetherby, West Yorkshire","21 Mar 2015","Three laps at Wetherby Sports Association entirely on grass","Yorkshire and the Humber","/wiki/Wetherby","",""
"575","Woodhouse Moor Parkrun","Leeds, West Yorkshire","06 Oct 2007","The course is at Woodhouse Moor starting by the statue of The Duke of Wellington. Formerly known as Leeds parkrun.","Yorkshire and the Humber","/wiki/Leeds","",""
"576","York Parkrun","York, North Yorkshire","14 Jan 2012","One and a half laps of York Racecourse, not on horse racing days","Yorkshire and the Humber","/wiki/York","",""
